geometry_type,latitude,longitude,global_id,name,category,sub_type,management,education,poi_type,number_of_teachers,number_of_students,ward_code,source,ward_name,lga_code,lga_name,state_code,state_name,lon,lat,alternate_name
POINT,10.579881391733522,8.762997249246155,00265585-eaaf-457d-8545-781d00c509a1,Rugan Rabo,,,,,,,,KD1702,eHA_Polio,Dan Alhaji,19017,Lere,KD,Kaduna,8.762997249246155,10.579881391733522,
POINT,9.739714929879938,7.9821935397267225,002786d0-cd18-4333-b653-5195525dd7ca,Ruggar Alhaji Yunusa,,,,,,,,KD0806,eHA_Polio,Gidan Tagwai,19008,Kachia,KD,Kaduna,7.9821935397267225,9.739714929879938,
POINT,10.84158420954833,8.534289519850006,0027cdfb-ee4f-4c62-8c00-997ae549bc81,Rugar Wada Ibrahim,,,,,,,,KD1502,eHA_Polio,Damau,19015,Kubau,KD,Kaduna,8.534289519850006,10.84158420954833,
POINT,11.39314037030482,7.963096469751179,00281f96-414d-4e24-a57d-54dfa5bdaf8a,Hayin Dan Kauye,,,,,,,,KD1803,eHA_Polio,Gazara,19018,Makarfi,KD,Kaduna,7.963096469751179,11.39314037030482,
POINT,11.371081670316983,7.881130000058818,002bf887-3749-4dfc-808d-db5bf860368d,Kofar Kudu,,,,,,,,KD1807,LQAS_GRID,Makarfi,19018,Makarfi,KD,Kaduna,7.881130000058818,11.371081670316983,
POINT,10.827991490312684,7.446649074849461,002c1766-cf66-4d05-ae2a-bfbd57cda789,Kauyen Fati,,,,,,,,KD0410,eHA_Polio,Sabon Birnin,19004,Igabi,KD,Kaduna,7.446649074849461,10.827991490312684,
POINT,9.847920290400396,8.423356660476372,002d672b-28ff-47c8-b1fe-130b8c3dfe09,Tsakiya Kibori,,,,,,,,KD2208,eHA_Polio,Zaman Dabo,19022,Zangon Kataf,KD,Kaduna,8.423356660476372,9.847920290400396,
POINT,10.398688319621385,7.496366500630074,002e52bf-54d1-4f18-a937-f253441efd52,Sabuwa,,,,,,,,KD0209,eHA_Polio,Rido,19002,Chikun,KD,Kaduna,7.496366500630074,10.398688319621385,
POINT,11.21623899010865,7.846742569694186,0033decf-ffaf-4d30-a1fd-3790a340d4a6,Mariga,,,,,,,,KD1801,eHA_Polio,Dan Damisa,19018,Makarfi,KD,Kaduna,7.846742569694186,11.21623899010865,
POINT,9.525614630408825,8.119539840047082,0034ba32-a619-4e62-9b97-a762cfd68a63,Kurmin Kwara Rugar Alhaji Manu,,,,,,,,KD0602,eHA_Polio,Daddu,19006,Jaba,KD,Kaduna,8.119539840047082,9.525614630408825,
POINT,10.979367471165574,8.06054660096396,00366b07-82d0-4341-9df4-ba060985ff16,Layin Malam Bako,,,,,,,,KD2111,eHA_Polio,Soba,19021,Soba,KD,Kaduna,8.06054660096396,10.979367471165574,
POINT,9.553670700471628,7.7396869159549055,003a8756-6459-498d-a544-7c91be9c21cc,Kasangwai,,,,,,,,KD1105,eHA_Polio,Kagarko North,19011,Kagarko,KD,Kaduna,7.7396869159549055,9.553670700471628,
POINT,10.593014049656574,7.396916090058198,003efb13-2859-4a58-9bbb-2396bd240e36,Bayyan Sterling,,,,,,,,KD0401,eHA_Polio,Afaka,19004,Igabi,KD,Kaduna,7.396916090058198,10.593014049656574,
POINT,10.44914948990737,7.397149290216646,0041100a-f07c-44b4-9cc9-f475d5e44d62,Kubi Street,,,,,,,,KD0210,eHA_Polio,Sabon Gari Nassarawa,19002,Chikun,KD,Kaduna,7.397149290216646,10.44914948990737,
POINT,11.049779950007519,7.702928139979008,004c3835-9ea5-448b-9377-569f912269dd,Area Of Ginery House B,,,,,,,,KD2304,eHA_Polio,Kaura,19023,Zaria,KD,Kaduna,7.702928139979008,11.049779950007519,
POINT,11.027716390016394,7.6220376900177484,004d3a68-5d51-4326-97b5-856bc7b39125,Gidan Lauje,,,,,,,,KD2301,eHA_Polio,Dutsen Abba,19023,Zaria,KD,Kaduna,7.6220376900177484,11.027716390016394,
POINT,11.078157090288471,7.285386930279401,004d4ed2-841b-442d-942c-b26472486a87,Maje,,,,,,,,KD0302,eHA_Polio,Galadimawa,19003,Giwa,KD,Kaduna,7.285386930279401,11.078157090288471,
POINT,10.958249889817182,8.105211810311857,004ff1d1-e8d8-48a3-94d2-baf71e0dff50,Rugar Musa Jae,,,,,,,,KD2111,eHA_Polio,Soba,19021,Soba,KD,Kaduna,8.105211810311857,10.958249889817182,
POINT,10.164115980240467,8.276032970376832,0053b019-4bfa-42e0-9d6e-de034152791d,Unguwan Ibrahim,,,,,,,,KD1402,eHA_Polio,Bital,19014,Kauru,KD,Kaduna,8.276032970376832,10.164115980240467,
POINT,10.547587469791324,7.560830830430575,00549dc5-d5f3-4184-a85f-b0835e973ded,Kan Rafi A,,,,,,,,KD0204,eHA_Polio,Kujama,19002,Chikun,KD,Kaduna,7.560830830430575,10.547587469791324,
POINT,9.87743413045365,7.542125279721063,0055da29-b46e-48f4-99c1-2a32e30f01ef,Alikuku,,,,,,,,KD0805,eHA_Polio,Dokwa,19008,Kachia,KD,Kaduna,7.542125279721063,9.87743413045365,
POINT,10.52297460006804,7.465673329775541,0058d941-f0b9-4425-b606-2adabbcd6556,Bathurst Street,,,,,,,,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna,7.465673329775541,10.52297460006804,
POINT,9.158440249931118,8.214314000441675,005c97e1-f148-411a-b68a-f4742836eb6c,Gidan Danfaro,,,,,,,,KD2011,eHA_Polio,Wasa,19020,Sanga,KD,Kaduna,8.214314000441675,9.158440249931118,
POINT,9.537222120295553,8.036984859954885,00614521-3113-4075-b57f-e7ea6ee33945,Yakubu Sunday,,,,,,,,KD0601,eHA_Polio,Chori,19006,Jaba,KD,Kaduna,8.036984859954885,9.537222120295553,
POINT,11.052750531025879,7.6020523064386225,00640b50-90d1-4f3b-8161-35de5adab073,Gidan Sarkin Yaki,,,,,,,,KD2301,eHA_Polio,Dutsen Abba,19023,Zaria,KD,Kaduna,7.6020523064386225,11.052750531025879,
POINT,10.703075490438152,6.807731879735229,00671759-d004-4a6f-ad7e-7cd3df41e8e1,Ungwan Lukman,,,,,,,,KD0206,eHA_Polio,Kuriga,19002,Chikun,KD,Kaduna,6.807731879735229,10.703075490438152,
POINT,10.38422081979138,7.547509230379205,0069e564-7fb0-49b3-8b42-3eaaf12a38b1,Ruggan Alhaji Baba,,,,,,,,KD0204,eHA_Polio,Kujama,19002,Chikun,KD,Kaduna,7.547509230379205,10.38422081979138,
POINT,9.712285560242947,8.322290109806374,006e0001-276b-4502-9f45-ee42a15d9c90,Aduwan Gida,,,,,,,,KD2205,eHA_Polio,Madakiya,19022,Zangon Kataf,KD,Kaduna,8.322290109806374,9.712285560242947,
POINT,11.095218279880726,7.702224399500892,006e07df-db60-4e44-bf9d-0da8c9369849,Old Quarters,,,,,,,,KD2309,eHA_Polio,Tukur Tukur,19023,Zaria,KD,Kaduna,7.702224399500892,11.095218279880726,
POINT,10.709105369535166,6.624436140194405,006eeb4e-61d0-43bc-a4c6-33cea1e199ca,Kwaga 1,,,,,,,,KD0101,eHA_Polio,Gayam,19001,Birnin Gwari,KD,Kaduna,6.624436140194405,10.709105369535166,
POINT,9.637831719655082,8.128161889905357,00761400-0d2b-4a7e-a868-c0888bb81c04,Unguwan Jaba,,,,,,,,KD2207,eHA_Polio,Unguwan Rimi,19022,Zangon Kataf,KD,Kaduna,8.128161889905357,9.637831719655082,
POINT,9.727162070350857,8.397044359598397,007a251b-4593-4dba-a26d-197abdf26e5e,Unguwar Bidoli,,,,,,,,KD2206,eHA_Polio,Unguwar Gaya,19022,Zangon Kataf,KD,Kaduna,8.397044359598397,9.727162070350857,
POINT,10.546555480090149,7.453505649508145,007d34f5-8074-445b-83c5-68527727b752,Sultan Close,,,,,,,,KD0911,eHA_Polio,Unguwar Sarki,19009,Kaduna North,KD,Kaduna,7.453505649508145,10.546555480090149,
POINT,11.313840510424257,7.3961664195488765,00800043-cd05-48a7-9232-0bfeec7fb416,Fulani Ori,,,,,,,,KD0303,eHA_Polio,Gangara,19003,Giwa,KD,Kaduna,7.3961664195488765,11.313840510424257,
POINT,10.477057771869738,7.645191287749526,00846f50-484b-4629-9fba-f917ca7948d6,Unguwar Dan Baki,,,,,,,,KD0204,eHA_Polio,Kujama,19002,Chikun,KD,Kaduna,7.645191287749526,10.477057771869738,
POINT,9.852460940485514,8.467273790315971,009129d1-b16c-4742-8232-2a1086e1de23,Unguwan Baba,,,,,,,,KD2208,eHA_Polio,Zaman Dabo,19022,Zangon Kataf,KD,Kaduna,8.467273790315971,9.852460940485514,
POINT,10.36282463025367,8.207513569821117,009600a5-feb8-4c58-8947-5ad237eae385,Rafin Rimi Unguwar Kudu,,,,,,,,KD1409,eHA_Polio,Kwassam,19014,Kauru,KD,Kaduna,8.207513569821117,10.36282463025367,
POINT,11.281352220350016,7.596074765377182,00967813-c303-4742-80cb-ce245c8b2d63,Gidan Tulu,,,,,,,,KD0301,eHA_Polio,Danmahawayi,19003,Giwa,KD,Kaduna,7.596074765377182,11.281352220350016,
POINT,10.958795153187623,7.640515754572732,0096c786-1eed-4150-bcff-86f9b30e6914,Katsinawa Dumbi,,,,,,,,KD0412,eHA_Polio,Zangon Aya,19004,Igabi,KD,Kaduna,7.640515754572732,10.958795153187623,
POINT,11.116027201019449,7.6044909670956145,0098c489-d5ed-42eb-978b-614512e619d6,Gidan Galadima,,,,,,,,KD0308,eHA_Polio,Panhauya,19003,Giwa,KD,Kaduna,7.6044909670956145,11.116027201019449,
POINT,11.122219552226852,7.609110579234425,009e7658-1a81-4e0d-b26a-bcc43ce2b8d9,Dorayi,,,,,,,,KD0308,eHA_Polio,Panhauya,19003,Giwa,KD,Kaduna,7.609110579234425,11.122219552226852,
POINT,10.342680239566505,8.545778439656203,00a229b1-7c03-4a2f-aa8e-792e34d91097,Rugar Malam Muhammadu,,,,,,,,KD1708,eHA_Polio,Lere,19017,Lere,KD,Kaduna,8.545778439656203,10.342680239566505,
POINT,11.100200620266037,7.702675589807427,00a41176-4cf1-42ec-874e-14df09050ea8,Anguwan Fulani,,,,,,,,KD2309,eHA_Polio,Tukur Tukur,19023,Zaria,KD,Kaduna,7.702675589807427,11.100200620266037,
POINT,11.161221589726892,7.653259610231601,00a5261e-770a-4f3e-9014-1df54757c91e,Layin Tinau,,,,,,,,KD1909,eHA_Polio,Samaru,19019,Sabon Gari,KD,Kaduna,7.653259610231601,11.161221589726892,
POINT,9.426010009732181,8.187760830400066,00a5ea33-2f6c-4104-a1ea-ce3682ba126e,Unguwan Tambaya,,,,,,,,KD0701,eHA_Polio,Asso,19007,Jema'A,KD,Kaduna,8.187760830400066,9.426010009732181,
POINT,11.05364640963461,7.679589600121574,00a6fc2d-8762-44dd-a0e5-f5f1674bb7a5,Gwargwaje,,,,,,,,KD2305,eHA_Polio,Kufena,19023,Zaria,KD,Kaduna,7.679589600121574,11.05364640963461,
POINT,11.34110223994736,7.382543130292447,00a82a61-280c-4a99-9bc8-44f077ff2bec,Ungwar Tafida B,,,,,,,,KD0303,eHA_Polio,Gangara,19003,Giwa,KD,Kaduna,7.382543130292447,11.34110223994736,
POINT,10.67760910013493,6.288194629734107,00abe9f5-558e-4a89-bbbc-a5c14a3511a8,Chikwarba Anguwan Sule Magani,,,,,,,,KD0102,eHA_Polio,Kakangi,19001,Birnin Gwari,KD,Kaduna,6.288194629734107,10.67760910013493,
POINT,11.50680669953573,8.095741339877122,00ae35a8-97fb-45ce-80f5-6bf38734cf04,Gidan Wake,,,,,,,,KD0506,eHA_Polio,Paki,19005,Ikara,KD,Kaduna,8.095741339877122,11.50680669953573,
POINT,10.208435640353628,8.094033469716692,00b4a553-81e5-4636-833b-0d53b1a63d30,Tilde Bayero,,,,,,,,KD2203,eHA_Polio,Ikulu,19022,Zangon Kataf,KD,Kaduna,8.094033469716692,10.208435640353628,
POINT,10.317498860456965,7.385426850251804,00b5c4e0-3ebd-4417-a7da-6eac5710fc20,Layin Liman,,,,,,,,KD0203,eHA_Polio,Kakau,19002,Chikun,KD,Kaduna,7.385426850251804,10.317498860456965,
POINT,10.235830519967124,8.383590230456946,00b5ec0e-d89a-41d9-a035-f143ac7e4889,Gaparun,,,,,,,,KD1405,eHA_Polio,Geshere,19014,Kauru,KD,Kaduna,8.383590230456946,10.235830519967124,
POINT,10.245929459828915,7.038299340394985,00b7073d-de01-4bcc-94b3-bff6e897a517,Dakunu,,,,,,,,KD0201,eHA_Polio,Chikun,19002,Chikun,KD,Kaduna,7.038299340394985,10.245929459828915,
POINT,10.762498589813333,7.780097090411687,00bb2b1a-4493-41c6-a9d5-c06bcbddd894,Gidan Rimi,,,,,,,,KD0405,eHA_Polio,Igabi,19004,Igabi,KD,Kaduna,7.780097090411687,10.762498589813333,
POINT,10.456675600021015,7.445325709950282,00bbbf2f-7b15-495d-98fa-12a0facd2ca7,Galadima Street B,,,,,,,,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna,7.445325709950282,10.456675600021015,
POINT,11.063170190105552,7.675978699668121,00bcd849-793d-4e7a-bd2a-70efe66b152d,Anguwan Malam Shuaibu 2,,,,,,,,KD2305,eHA_Polio,Kufena,19023,Zaria,KD,Kaduna,7.675978699668121,11.063170190105552,
POINT,10.431353779815993,7.436203369752093,00bdb16b-96a3-4e70-bca3-2bc97cc9b229,Gbagyi Villa Joel Bala,,,,,,,,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna,7.436203369752093,10.431353779815993,
POINT,9.670697939986098,8.383558960435664,00bf5efe-df06-4d34-932c-11d707b65e36,Unguwa Daniel Sabi,,,,,,,,KD1308,eHA_Polio,Malagum,19013,Kaura,KD,Kaduna,8.383558960435664,9.670697939986098,
POINT,10.541096070380775,7.385865289549713,00c09dd8-44b5-4d60-bb18-6199061f5215,Usman Mai Kaji,,,,,,,,KD0409,eHA_Polio,Rigasa,19004,Igabi,KD,Kaduna,7.385865289549713,10.541096070380775,
POINT,10.506410036813236,7.399682816938082,00c28781-0593-49a3-ab15-df7e26f5385e,Dalhatu Maccido Close,,,,,,,,KD1006,eHA_Polio,Sabon Gari North,19010,Kaduna South,KD,Kaduna,7.399682816938082,10.506410036813236,
POINT,9.479223529888259,7.905653549721421,00c57888-5154-49e2-9fdc-e955488356e5,Rugar Galemu Kushamfa A,,,,,,,,KD1107,eHA_Polio,Katugal,19011,Kagarko,KD,Kaduna,7.905653549721421,9.479223529888259,
POINT,11.209905778805535,8.045917735024318,00c6a626-7547-4a0a-adb1-e46c48f0da65,Rugar Chediya,,,,,,,,KD1805,eHA_Polio,Gubuchi,19018,Makarfi,KD,Kaduna,8.045917735024318,11.209905778805535,
POINT,10.679362470326282,7.496712649865287,00cdb897-65dd-4094-8f3e-2a5a848ce14a,Unguwan Mai Shanu,,,,,,,,KD0407,eHA_Polio,Kwarau,19004,Igabi,KD,Kaduna,7.496712649865287,10.679362470326282,
POINT,10.509324479793463,7.233898680295567,00cfdbe5-7d9e-49ee-86d2-980927bf3f04,Bare Bari,,,,,,,,KD0208,eHA_Polio,Nassarawa,19002,Chikun,KD,Kaduna,7.233898680295567,10.509324479793463,
POINT,10.528900750094579,7.401636760265717,00d462cc-6c54-4b4d-9311-0e8b957b5840,Zuma Road,,,,,,,,KD1013,eHA_Polio,Unguwan Sanusi,19010,Kaduna South,KD,Kaduna,7.401636760265717,10.528900750094579,
POINT,10.539610800371577,7.380481486891654,00d5d5ed-2015-435e-af43-272e1d8d34c7,Gidan Balarabe Idris Jigo,,,,,,,,KD0409,AFP_GRID,Rigasa,19004,Igabi,KD,Kaduna,7.380481486891654,10.539610800371577,
POINT,11.037508319669541,7.781314620238959,00d9253f-5a4b-465c-9f6e-5204d2ade4c5,Gidan Mahauta Bogari,,,,,,,,KD2313,eHA_Polio,Wuciciri,19023,Zaria,KD,Kaduna,7.781314620238959,11.037508319669541,
POINT,10.50741152049369,7.416242390189552,00dc49aa-4005-4a10-ba18-c7e5bb9f8f3c,Hausawa By Kwanar Lami,,,,,,,,KD1010,eHA_Polio,Tudun Wada South,19010,Kaduna South,KD,Kaduna,7.416242390189552,10.50741152049369,
POINT,10.707990029777363,7.747725870416957,00de891c-59ad-40cc-a05d-4d3111cb59bb,Layin Tsamiya,,,,,,,,KD0403,eHA_Polio,Fanshanu,19004,Igabi,KD,Kaduna,7.747725870416957,10.707990029777363,
POINT,9.696892669784233,7.449602959856463,00e08eaf-c209-42b4-a4a6-1a6b4b6eb1cf,Unguwan Wandala,,,,,,,,KD0809,eHA_Polio,Katari,19008,Kachia,KD,Kaduna,7.449602959856463,9.696892669784233,
POINT,9.48720156030896,8.023877310048874,00e3f8ec-2864-47fd-89a1-15e88f6d494b,Unguwar Yakubu John,,,,,,,,KD0607,eHA_Polio,Nok,19006,Jaba,KD,Kaduna,8.023877310048874,9.48720156030896,
POINT,10.217020785186833,8.269515094948247,00e4b8dd-82c7-4d63-b9ad-4d7120d703bd,Kipego,,,,,,,,KD1402,eHA_Polio,Bital,19014,Kauru,KD,Kaduna,8.269515094948247,10.217020785186833,
POINT,10.987020720365592,7.831632370427485,00e90042-5938-4eb7-a492-ed371bc971bd,Gagari,,,,,,,,KD2105,eHA_Polio,Kinkiba,19021,Soba,KD,Kaduna,7.831632370427485,10.987020720365592,
POINT,11.068423009674632,7.953251500061981,00e9acab-be87-4f0a-9ea8-51c1be6b33b9,Anguwar Kanawa B,,,,,,,,KD2104,eHA_Polio,Gimba,19021,Soba,KD,Kaduna,7.953251500061981,11.068423009674632,
POINT,10.544794212893464,7.364669523148166,00ea7c0a-0e16-4fc1-9860-6d2c4e243e60,Ladi Wudil,,,,,,,,KD0409,eHA_Polio,Rigasa,19004,Igabi,KD,Kaduna,7.364669523148166,10.544794212893464,
POINT,11.124746779943962,7.731504270395135,00ef0d41-e9ba-4ff5-af45-5f057fc310fc,Layin Mangwarori,,,,,,,,KD1908,eHA_Polio,Muchiya,19019,Sabon Gari,KD,Kaduna,7.731504270395135,11.124746779943962,
POINT,10.155312742259127,8.598407022414847,00ef4161-f936-45d4-bc5d-d4366edaddb8,Unguwan Kero Bakin Kogi,,,,,,,,KD1703,eHA_Polio,Garu Mariri,19017,Lere,KD,Kaduna,8.598407022414847,10.155312742259127,
POINT,9.311700490064254,8.033834539814393,00f083d6-fd39-45e6-a696-7022134ab3a8,Unguwan Wella,,,,,,,,KD0703,eHA_Polio,Barde,19007,Jema'A,KD,Kaduna,8.033834539814393,9.311700490064254,
POINT,10.535488889570956,7.394336100305225,00f1a4de-fe04-4e55-81e6-c77305d687b7,Sokoto Road,,,,,,,,KD0409,eHA_Polio,Rigasa,19004,Igabi,KD,Kaduna,7.394336100305225,10.535488889570956,
POINT,10.998398090095975,7.598146149784611,00f2834d-c914-423c-a376-0eda5f4a852d,Kudon Dikko Unguwar Liman,,,,,,,,KD0406,eHA_Polio,Kerawa,19004,Igabi,KD,Kaduna,7.598146149784611,10.998398090095975,
POINT,10.379511209591442,7.626209479852321,00f976b2-a21a-40d9-bf8f-e2fc4d615bbe,Janwuria 1,,,,,,,,KD1202,eHA_Polio,Buda,19012,Kajuru,KD,Kaduna,7.626209479852321,10.379511209591442,
POINT,10.622791075888642,8.08677478478478,00fbb988-f0a0-4a07-b037-87fa6437c535,Unguwan Munkaila,,,,,,,,KD1410,eHA_Polio,Makami,19014,Kauru,KD,Kaduna,8.08677478478478,10.622791075888642,
POINT,11.113780000492568,6.987813333092106,00fc303f-bba3-44da-8359-66d1f0430043,Rugar Jaae,,,,,,,,KD0109,eHA_Polio,Kutemeshi,19001,Birnin Gwari,KD,Kaduna,6.987813333092106,11.113780000492568,
POINT,9.450973409693631,7.304664570377668,01012b57-8731-4071-aaa4-f5048a1c7fd0,Chigomi Unguwar Sarki,,,,,,,,KD1102,eHA_Polio,Iddah,19011,Kagarko,KD,Kaduna,7.304664570377668,9.450973409693631,
POINT,10.442821039607509,8.271698350431677,01033ab4-3d21-45b2-b0f7-f08b43c6e39f,Fulanin Gumbari A,,,,,,,,KD1409,eHA_Polio,Kwassam,19014,Kauru,KD,Kaduna,8.271698350431677,10.442821039607509,
POINT,10.30574599247143,8.784616469935429,010431a0-8c99-4b58-ba99-548485aa06f2,Rugan Alhaji Mudi,,,,,,,,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna,8.784616469935429,10.30574599247143,
POINT,9.66308844981586,8.521000709820896,01048e26-c781-42e3-9eb2-decf12224430,Unguwar Ibrahim Nasamu,,,,,,,,KD1309,eHA_Polio,Manchok,19013,Kaura,KD,Kaduna,8.521000709820896,9.66308844981586,
POINT,11.162650479697731,7.8636576801872025,010630a7-b2e5-41b7-83c1-57560ed79583,Anguwan Nuhu,,,,,,,,KD2106,eHA_Polio,Kwasallo,19021,Soba,KD,Kaduna,7.8636576801872025,11.162650479697731,
POINT,10.899537390924763,8.105797933710107,0109024e-b299-4752-870c-730c44f33796,Rigar Haruna,,,,,,,,KD2108,eHA_Polio,Rahama,19021,Soba,KD,Kaduna,8.105797933710107,10.899537390924763,
POINT,10.764333980060428,7.98762956042026,010984c1-e22a-4290-9887-4170643ebaf0,Kwankawa,,,,,,,,KD2102,eHA_Polio,Gamagira,19021,Soba,KD,Kaduna,7.98762956042026,10.764333980060428,
POINT,10.452291950042536,7.401159979941724,010ab4bf-c8a6-4393-b71a-d38e44e846e8,Unguwan Wakili 2,,,,,,,,KD1003,eHA_Polio,Kakuri Gwari,19010,Kaduna South,KD,Kaduna,7.401159979941724,10.452291950042536,
POINT,10.430008459901956,7.434187690382544,010bf254-6293-4011-a23a-a6f96710a435,Gbagyi Villa Luka Barde,,,,,,,,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna,7.434187690382544,10.430008459901956,
POINT,11.068354929628356,7.714201399638682,010ed54c-18d5-465d-991f-a36aa596c5e1,Layin Malam Atiku Area,,,,,,,,KD2306,eHA_Polio,Kwarbai A,19023,Zaria,KD,Kaduna,7.714201399638682,11.068354929628356,
POINT,10.502929200448136,7.438954269621206,011059f4-aa8b-466d-8f31-d77d16b20689,Tanko Ayuba Road,,,,,,,,KD0904,eHA_Polio,Kabala,19009,Kaduna North,KD,Kaduna,7.438954269621206,10.502929200448136,
POINT,10.029545079805871,8.334795470303163,0114d63c-8439-49d2-aef2-8a3b9fe7185c,Unguwar Jika,,,,,,,,KD1402,eHA_Polio,Bital,19014,Kauru,KD,Kaduna,8.334795470303163,10.029545079805871,
POINT,10.634504549847406,7.47562512953732,0115a361-8e25-4bc2-95b5-a508b95a2add,Nasarawa,,,,,,,,KD0408,eHA_Polio,Rigachikun,19004,Igabi,KD,Kaduna,7.47562512953732,10.634504549847406,
POINT,9.807014909607119,7.574995470054773,011860dc-4526-4ffa-a620-07cfe5ceabce,Kula Da Bako,,,,,,,,KD0805,eHA_Polio,Dokwa,19008,Kachia,KD,Kaduna,7.574995470054773,9.807014909607119,
POINT,10.648213690162152,7.477180949594413,011c5b70-8021-4f11-a8f1-3175faf10b9a,Bature Garban Garba,,,,,,,,KD0408,eHA_Polio,Rigachikun,19004,Igabi,KD,Kaduna,7.477180949594413,10.648213690162152,
POINT,10.738759559683785,6.685989230016844,011c799e-20de-402f-9940-92835aa8e8b1,Rugar Saleh,,,,,,,,KD0101,eHA_Polio,Gayam,19001,Birnin Gwari,KD,Kaduna,6.685989230016844,10.738759559683785,
POINT,9.876472709800396,8.531211729758809,011d43f9-7fc0-4b55-9944-da9e9a4a4f36,Kurmin Risga Mangoro,,,,,,,,KD1401,eHA_Polio,Badurum,19014,Kauru,KD,Kaduna,8.531211729758809,9.876472709800396,
POINT,10.980776390122855,8.259549630177162,011da9ca-dcbc-46fd-8491-e2dfbad77e9f,Gidan Fulani Ibrahim,,,,,,,,KD1508,eHA_Polio,Mah,19015,Kubau,KD,Kaduna,8.259549630177162,10.980776390122855,
POINT,10.346925760451143,7.713201519959284,0126bdb9-ce29-4fb3-95f6-dbf77994dbef,Dogon Awo,,,,,,,,KD1207,eHA_Polio,Kufana,19012,Kajuru,KD,Kaduna,7.713201519959284,10.346925760451143,
POINT,10.532809879750687,7.461810540150964,01275405-6015-4056-bbe0-735395de31dc,Birnin Gwari Close,,,,,,,,KD0910,eHA_Polio,Unguwar Rimi,19009,Kaduna North,KD,Kaduna,7.461810540150964,10.532809879750687,
POINT,11.118899509971016,7.7312981502551,01283e5a-78ac-4735-9e89-07d82509200a,Layin Sharu Danlami,,,,,,,,KD1908,eHA_Polio,Muchiya,19019,Sabon Gari,KD,Kaduna,7.7312981502551,11.118899509971016,
POINT,10.440058789730642,8.69337950994418,0128f1b9-d400-40c6-9d39-643dafed1b44,Bio Kara,,,,,,,,KD1701,eHA_Polio,Abadawa,19017,Lere,KD,Kaduna,8.69337950994418,10.440058789730642,
POINT,10.234337339952617,7.907927020266129,01295df0-302d-4d14-acc9-fed48359d0a9,Unguwan Sarki,,,,,,,,KD1203,eHA_Polio,Idon,19012,Kajuru,KD,Kaduna,7.907927020266129,10.234337339952617,
POINT,10.661333422076382,7.757135061810061,012c88f3-4d08-4521-879a-8401450e0d87,Kabuwa Unguwan Shano,,,,,,,,KD0403,eHA_HamletBuster,Fanshanu,19004,Igabi,KD,Kaduna,7.757135061810061,10.661333422076382,
POINT,9.357636740275723,8.63093512951616,012d9c2e-7faa-4ad5-9bf0-b0becbeaf7d7,Unguwar Dagachin Mai Samari,,,,,,,,KD2004,eHA_Polio,Bokana,19020,Sanga,KD,Kaduna,8.63093512951616,9.357636740275723,
POINT,10.466938939994463,7.45108568986393,012ea2c5-db02-4f65-b089-250273cbb4bc,Lawal Kaita Road,,,,,,,,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna,7.45108568986393,10.466938939994463,
POINT,10.706936790061718,6.2929318099527904,01325332-563e-48ef-993a-ade21400fe1a,Kurgin Anguwan Sarki,,,,,,,,KD0102,eHA_Polio,Kakangi,19001,Birnin Gwari,KD,Kaduna,6.2929318099527904,10.706936790061718,
POINT,11.067466072024445,6.78746676596603,01326825-1fcb-4d39-b0a9-5cc9f3e29d5c,Junction Farin Ruwa,,,,,,,,KD0105,eHA_Polio,Magajin Gari 3,19001,Birnin Gwari,KD,Kaduna,6.78746676596603,11.067466072024445,
POINT,10.232842659937035,8.177610299503215,01333c3b-d5d9-42e7-ab22-eea65267173f,Kadage,,,,,,,,KD1402,eHA_Polio,Bital,19014,Kauru,KD,Kaduna,8.177610299503215,10.232842659937035,
POINT,10.330916188573383,8.268596848324307,01346b5a-412e-4770-b5c4-e6eaab401c12,Rugar Mohammadu,,,,,,,,KD1409,eHA_Polio,Kwassam,19014,Kauru,KD,Kaduna,8.268596848324307,10.330916188573383,
POINT,10.453106723596136,7.461082534656327,01372b62-e8a5-438d-942c-d8c3020c4bfe,Makabarta Street,,,,,,,,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna,7.461082534656327,10.453106723596136,
POINT,10.654121890176498,7.53631346977221,0137ee31-1c28-4be0-af4e-4cba03df069c,Sokwatawa,,,,,,,,KD0407,eHA_Polio,Kwarau,19004,Igabi,KD,Kaduna,7.53631346977221,10.654121890176498,
POINT,11.087583089692998,7.0200375499869665,0139d8ac-83b7-43c2-9215-32a4b2d1971c,Maikulu2,,,,,,,,KD0107,eHA_Polio,Damari,19001,Birnin Gwari,KD,Kaduna,7.0200375499869665,11.087583089692998,
POINT,10.646240329821353,7.474195759566101,013aaf06-1a0c-41c0-8b8c-7345f72ccaa4,Yusuf Buhari,,,,,,,,KD0408,eHA_Polio,Rigachikun,19004,Igabi,KD,Kaduna,7.474195759566101,10.646240329821353,
